FID_1	Reference	Title	Date_Publi	Authors	Journal	Language	Country	Name_of_Si	LatDD	LonDD	Terestrial	Type_of_Ar	Proxy	Stratigraphic	Radiocarbo	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_D	Max	Min	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
134	"Frappier, A.B., Pyburn, J., Pinkey‐Drobnis, A.D., Wang, X., Corbett, D.R. and Dahlin, B.H., 2014. Two millennia of tropical cyclone‐induced mud layers in a northern Yucatán stalagmite: Multiple overlapping climatic hazards during the Maya Terminal Classic “megadroughts”. Geophysical Research Letters, 41(14), pp.5148-5157."	"Two millennia of tropical cyclone-induced mud layers in a northern Yucatan stalagmite: Multiple overlapping climatic hazards during the Maya Terminal Classic ""megadroughts"""	2014	"Frappier, A. B. Pyburn, J. Pinkey-Drobnis, A. D. Wang, X. F. Corbett, D. R. Dahlin, B. H."	Geophysical Research Letters	English	Mexico	Cenote Chaltun Ha	20.46	-89.17	Terestrial	Speleothem	Stratigraphic description		0		1		1			N/A	1851	2007	1167	203	540	29	103	6564	21	Yucatan dry forests	Tropical & Subtropical Dry Broadleaf Forests
38	"Frappier, A.B., Sahagian, D., Carpenter, S.J., González, L.A. and Frappier, B.R., 2007. Stalagmite stable isotope record of recent tropical cyclone events. Geology, 35(2), pp.111-114."	Stalagmite stable isotope record of recent tropic cyclone events	2007	"Frappier, A.B., Sahagian, D.; Carpenter, S.J.; González, L.A.; Frappier, B.R."	Geology	English	Belize	Actun Tunichil Muknal	17.117188	-88.890606	Terestrial	Speleothem	dO18		0			1				N/A	1978	2001	1849	274	723	44	156	5227	194	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
135	"Frappier, A.B., Sahagian, D., Carpenter, S.J., González, L.A. and Frappier, B.R., 2007. Stalagmite stable isotope record of recent tropical cyclone events. Geology, 35(2), pp.111-114."	Stalagmite stable isotope record of recent tropic cyclone events	2007	"Frappier, A.B., Sahagian, D.; Carpenter, S.J.; González, L.A.; Frappier, B.R."	Geology	English	Belize	Actun Tunichil Muknal	17.117188	-88.890606	Terestrial	Speleothem	dC13		0			1				N/A	1978	2001	1849	274	723	44	156	5227	194	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
127	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	dO18		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
137	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	dC13		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
138	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Foraminifera		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
140	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Macro Fossils		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
141	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Ostracodea		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
142	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Point Geochemistry		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
144	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Stratigraphic description		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
145	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Thecamoebians		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
296	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	LOI (Organic)		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
70	"Gabriel, J.J., Reinhardt, E.G., Peros, M.C., Davidson, D.E., van Hengstum, P.J. and Beddows, P.A., 2009. Palaeoenvironmental evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise. Journal of Paleolimnology, 42(2), pp.199-213."	"Palaeoenvironmnetal evolution of Cenote Aktun Ha (Carwash) on the Yucatan Peninsula, Mexico and its response to Holocene sea-level rise"	2009	"Gabriel, J.J.; Reinhardt, E.G.; Peros, M.C.; Davidson, D.E.; van Hengstum, P.J.; Beddows, P.A."	Journal of Paleolimnology	English	Mexico	Cenote Aktun Ha	20.274287	-87.486249	Terestrial	Lake Sediment Core	Pollen		0							"Wood Fragments, Twigs, Shells"	N/A	N/A	1209	196	495	39	132	5135	5	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
146	"Grauel, A.L., Hodell, D.A. and Bernasconi, S.M., 2016. Quantitative estimates of tropical temperature change in lowland Central America during the last 42 ka. Earth and Planetary Science Letters, 438, pp.37-46."	Quantitative estimates of tropical temperature change in lowland Central America during the last 42 ka	2016	"Grauel, A. L.; Hodell, D. A.; Bernasconi, S. M."	Earth and Planetary Science Letters	English	Guatemala	Lago Peten Itza	17.00162	-89.476844	Terestrial	Lake Sediment Core	Magnetic Succeptibility		1							N/A	-40000	2000	1846	267	751	40	151	5579	234	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
42	"Gutiérrez-Ayala, L.V., Torrescano-Valle, N. and Islebe, G.A., 2012. Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. Revista mexicana de ciencias geológicas, 29(3), pp.749-763."	" Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México"	2012	"Gutiérrez-Ayala, L.V.; Torrescano-Valle, N.; Islebe, G.A."	Revista Mexicana de Ciencias Geológicas	Spanish	Mexico	Biosphere Reserve of Los Petenes	20.13125	-90.454556	Terestrial	Lake Sediment Core	Pollen		1							N/A	-2000	2000	1050	206	546	15	50	8249	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
53	"Gutiérrez-Ayala, L.V., Torrescano-Valle, N. and Islebe, G.A., 2012. Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. Revista mexicana de ciencias geológicas, 29(3), pp.749-763."	"Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. "	2012	"Gutiérrez-Ayala, L.V.; Torrescano-Valle, N.; Islebe, G.A."	Revista Mexicana de Ciencias Geológicas	Spanish	Mexico	Biosphere Reserve of Los Petenes	20.13125	-90.454556	Terestrial	Lake Sediment Core	LOI (Carbonates)		1							N/A	-2000	2000	1050	206	546	15	50	8249	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
149	"Gutiérrez-Ayala, L.V., Torrescano-Valle, N. and Islebe, G.A., 2012. Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. Revista mexicana de ciencias geológicas, 29(3), pp.749-763."	"Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. "	2012	"Gutiérrez-Ayala, L.V.; Torrescano-Valle, N.; Islebe, G.A."	Revista Mexicana de Ciencias Geológicas	Spanish	Mexico	Biosphere Reserve of Los Petenes	20.13125	-90.454556	Terestrial	Lake Sediment Core	Stratigraphic description		1							N/A	-2000	2000	1050	206	546	15	50	8249	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
297	"Gutiérrez-Ayala, L.V., Torrescano-Valle, N. and Islebe, G.A., 2012. Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. Revista mexicana de ciencias geológicas, 29(3), pp.749-763."	"Reconstrucción paleoambiental del Holoceno tardío de la reserva Los Petenes, Península de Yucatán, México. "	2012	"Gutiérrez-Ayala, L.V.; Torrescano-Valle, N.; Islebe, G.A."	Revista Mexicana de Ciencias Geológicas	Spanish	Mexico	Biosphere Reserve of Los Petenes	20.13125	-90.454556	Terestrial	Lake Sediment Core	LOI (Organic)		1							N/A	-2000	2000	1050	206	546	15	50	8249	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
151	"Haberyan, K.A. and Horn, S.P., 2005. Diatom paleoecology of Laguna Zoncho, Costa Rica. Journal of Paleolimnology, 33(3), pp.361-369."	"Diatom paleoecology of Laguna Zoncho, Costa Rica"	2005	"Haberyan, K.A; Horn, S.P."	Journal of Paleolimnology	English	Costa Rica	Laguna Zoncho	8.813056	-82.963056	Terestrial	Lake Sediment Core	Diatoms		3							"Charcoal, seeds and leaf fragments"	-1290	1950	2841	539	1165	40	166	6482	1094	Talamancan montane forests	Tropical & Subtropical Moist Broadleaf Forests
68	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	17	-89.779	Terestrial	Lake Sediment Core	LOI (Carbonates)	1	12							"Leaf, wood"	-9050	1600	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
72	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	16.988	-89.779	Terestrial	Lake Sediment Core	LOI (Carbonates)	1	2							"Charcoal, shell"	-24050	N/A	1679	250	677	36	133	5867	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
157	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	16.988	-89.779	Terestrial	Lake Sediment Core	Magnetic Succeptibility	1	2							"Charcoal, shell"	-24050	N/A	1679	250	677	36	133	5867	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
158	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	17	-89.779	Terestrial	Lake Sediment Core	Magnetic Succeptibility	1	12							"Leaf, wood"	-9050	1600	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
305	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	17	-89.779	Terestrial	Lake Sediment Core	dO18	1	12							"Leaf, wood"	-9050	1600	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
306	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	17	-89.779	Terestrial	Lake Sediment Core	dO18	1	12							"Leaf, wood"	-9050	1600	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
320	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	17	-89.779	Terestrial	Lake Sediment Core	LOI (Organic)	1	12							"Leaf, wood"	-9050	1600	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
321	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	16.988	-89.779	Terestrial	Lake Sediment Core	LOI (Organic)	1	2							"Charcoal, shell"	-24050	N/A	1679	250	677	36	133	5867	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
150	"Hillesheim, M.B., Hodell, D.A., Leyden, B.W., Brenner, M., Curtis, J.H., Anselmetti, F.S., Ariztegui, D., Buck, D.G., Guilderson, T.P., Rosenmeier, M.F. and Schnurrenberger, D.W., 2005. Climate change in lowland Central America during the late deglacial and early Holocene. Journal of Quaternary Science, 20(4), pp.363-376."	Climate change in lowland Central America during the late deglacial and early Holocene	2005	"Hillesheim, M.B.; Hodell, D.A.; Leyden, B.W.; Brenner, M.; Curtis, J.H.; Anselmetti, F.S.; Ariztegui, D.; Buck, D.G.; Guilderson, T.P.; Rosenmeier, M.F.; Schnurrenberger, D.W."	Journal of Quaternary Science	English	Guatemala	Lago Peten Itza	16.998	-89.779	Terestrial	Lake Sediment Core	Pollen	1	2							"Shell, charcoal, wood"	-9300	-3300	1675	250	675	36	133	5856	110	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
160	"Hodell, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Gilli, A., Grzesik, D.A., Guilderson, T.J., Müller, A.D., Bush, M.B. and Correa-Metrio, A., 2008. An 85-ka record of climate change in lowland Central America. Quaternary Science Reviews, 27(11-12), pp.1152-1165."	An 85-ka record of climate change in lowland Central America	2008	"Hodell, D.A.; Anselmetti, F.S.; Ariztegui, D., Brenner, M.; Curtis, J.H.; Gilli, A.; Grzesik, D.A.; Guilderson, T.J.; Müller, A.D.; Bush, M.B.; Correa-Metrio, A."	Quaternary Science Reviews	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	Magnetic Succeptibility		21							N/A	-83000	1950	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
161	"Hodell, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Gilli, A., Grzesik, D.A., Guilderson, T.J., Müller, A.D., Bush, M.B. and Correa-Metrio, A., 2008. An 85-ka record of climate change in lowland Central America. Quaternary Science Reviews, 27(11-12), pp.1152-1165."	An 85-ka record of climate change in lowland Central America	2008	"Hodell, D.A.; Anselmetti, F.S.; Ariztegui, D., Brenner, M.; Curtis, J.H.; Gilli, A.; Grzesik, D.A.; Guilderson, T.J.; Müller, A.D.; Bush, M.B.; Correa-Metrio, A."	Quaternary Science Reviews	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	Stratigraphic description		21							N/A	-83000	1950	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
162	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2005. Terminal Classic drought in the northern Maya lowlands inferred from multiple sediment cores in Lake Chichancanab (Mexico). Quaternary Science Reviews, 24(12), pp.1413-1427."	Terminal Classic drought in the northern Maya lowlands inferred from multiple sediment cores in Lake Chichancanab (Mexico)	2005	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Quaternary Science Reviews	English	Mexico	Lago Chichancanab	19.857061	-88.763083	Terestrial	Lake Sediment Core	Bulk Density		12							N/A	-900	2000	1254	216	551	32	107	6228	36	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
73	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	LOI (Carbonates)		7							"Charcoal, Wood, Seeds"	-1900	1330	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
80	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	LOI (Carbonates)		7							"Charcoal, Wood, Seeds"	-1700	2000	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
163	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	dC13		7							"Charcoal, Wood, Seeds"	-1900	1330	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
164	"Hodell, D.A., Brenner, M. and Curtis, J.H., 2007. Climate and cultural history of the northeastern Yucatan Peninsula, Quintana Roo, Mexico. Climatic Change, 83(1), pp.215-240."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	2007	"Hodell, D.A.; Brenner, M.; Curtis, J.H."	Climatic Change	English	Mexico	Punta Laguna	20.648487	-87.637178	Terestrial	Lake Sediment Core	dC13		7							"Charcoal, Wood, Seeds"	-1700	2000	1183	188	505	44	136	5425	22	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
