FID_1	Reference	Title	Date_Publi	Authors	Journal	Language	Country	Name_of_Si	LatDD	LonDD	Terestrial	Type_of_Ar	Proxy	Stratigraphic	Radiocarbo	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_D	Max	Min	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
9	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Colson Point Lagoon	17.060444	-88.253278	Terestrial	Lake Sediment Core	Stratigraphic description		2							Bivalve shell	N/A	N/A	2197	299	842	55	182	5170	3	Mesoamerican Gulf-Caribbean mangroves	Mangroves
11	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Colson Point Lagoon	17.057139	-88.256167	Terestrial	Lake Sediment Core	Stratigraphic description		3							"Organic matter, Bivalve shell"	N/A	N/A	2205	300	846	56	184	5151	2	Mesoamerican Gulf-Caribbean mangroves	Mangroves
12	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Colson Point Lagoon	17.05425	-88.243861	Terestrial	Lake Sediment Core	Stratigraphic description		4							"Organic matter, Bivalve shell, coral"	N/A	N/A	2193	298	842	55	182	5158	2	Mesoamerican Gulf-Caribbean mangroves	Mangroves
10	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Colson Point Lagoon	17.057528	-88.274111	Terestrial	Lake Sediment Core	Stratigraphic description		0							N/A	N/A	N/A	2229	303	851	56	185	5127	1	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
13	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Colson Point Lagoon	17.053583	-88.270444	Terestrial	Lake Sediment Core	Stratigraphic description		1							Bivalve shell	N/A	N/A	2229	303	851	56	185	5127	1	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
14	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Colson Point Lagoon	17.051194	-88.263361	Terestrial	Lake Sediment Core	Stratigraphic description		3							"Organic matter, Bivalve shell"	N/A	N/A	2212	301	848	56	184	5160	1	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
15	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Commerce Bight Lagoon	16.902278	-88.288056	Terestrial	Lake Sediment Core	Stratigraphic description		2							Organic matter	N/A	N/A	2221	309	870	58	182	5250	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
16	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Commerce Bight Lagoon	16.90125	-88.282194	Terestrial	Lake Sediment Core	Stratigraphic description		4							"Organic matter, peat, coral"	N/A	N/A	2221	309	870	58	182	5250	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
17	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Commerce Bight Lagoon	16.898694	-88.295056	Terestrial	Lake Sediment Core	Stratigraphic description		0							N/A	N/A	N/A	2211	308	869	58	181	5283	2	Mesoamerican Gulf-Caribbean mangroves	Mangroves
18	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Commerce Bight Lagoon	16.8885	-88.289639	Terestrial	Lake Sediment Core	Stratigraphic description		4							"Organic matter, Bivalve shell, coral"	N/A	N/A	2201	309	868	58	180	5304	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
19	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Commerce Bight Lagoon	16.888361	-88.289333	Terestrial	Lake Sediment Core	Stratigraphic description		3							Coral	N/A	N/A	2201	309	868	58	180	5304	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
0	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Manatee Lagoon	17.230639	-88.30375	Terestrial	Lake Sediment Core	Stratigraphic description		2							"Organic matter, Bivalve shell"	N/A	N/A	2032	291	787	50	169	5281	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
1	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Manatee Lagoon	17.211611	-88.314806	Terestrial	Lake Sediment Core	Stratigraphic description		3							"Organic matter, Bivalve shell"	N/A	N/A	2047	292	795	51	171	5295	2	Mesoamerican Gulf-Caribbean mangroves	Mangroves
2	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Manatee Lagoon	17.211528	-88.312833	Terestrial	Lake Sediment Core	Stratigraphic description		4							"Organic matter, Bivalve shell"	N/A	N/A	2047	292	795	51	171	5295	2	Mesoamerican Gulf-Caribbean mangroves	Mangroves
3	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Manatee Lagoon	17.211389	-88.317556	Terestrial	Lake Sediment Core	Stratigraphic description		1							Bivalve shell	N/A	N/A	2055	294	797	51	172	5286	2	Mesoamerican Gulf-Caribbean mangroves	Mangroves
4	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Manatee Lagoon	17.211056	-88.303833	Terestrial	Lake Sediment Core	Stratigraphic description		2							"Organic matter, Bivalve shell"	N/A	N/A	2046	291	792	51	171	5270	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
5	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F. Gischler, E."	International Journal of Earth Sciences	English	Belize	Mullins River Beach	17.119889	-88.300611	Terestrial	Beach Sediment Core	Stratigraphic description		2							Organic matter	#VALUE!	#VALUE!	2143	293	827	54	177	5251	3	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
6	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F. Gischler, E."	International Journal of Earth Sciences	English	Belize	Mullins River Beach	17.119833	-88.3	Terestrial	Beach Sediment Core	Stratigraphic description		3							"Organic matter, Bivalve shell"	#VALUE!	#VALUE!	2143	293	827	54	177	5251	3	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
7	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F. Gischler, E."	International Journal of Earth Sciences	English	Belize	Mullins River Beach	17.119611	-88.301833	Terestrial	Beach Sediment Core	Stratigraphic description		1							Organic matter	#VALUE!	#VALUE!	2143	293	827	54	177	5251	3	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
8	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F. Gischler, E."	International Journal of Earth Sciences	English	Belize	Mullins River Beach	17.119583	-88.301528	Terestrial	Beach Sediment Core	Stratigraphic description		2							Organic matter	#VALUE!	#VALUE!	2143	293	827	54	177	5251	3	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
20	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Sapodilla	16.775111	-88.318278	Terestrial	Lake Sediment Core	Stratigraphic description		3							Bivalve shell	N/A	N/A	2150	307	857	56	176	5413	6	Mesoamerican Gulf-Caribbean mangroves	Mangroves
21	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Sapodilla	16.764583	-88.316194	Terestrial	Lake Sediment Core	Stratigraphic description		1							Peat	N/A	N/A	2142	309	859	57	176	5451	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
22	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Sapodilla	16.764556	-88.31325	Terestrial	Lake Sediment Core	Stratigraphic description		3							"Bivalve shell, peat"	N/A	N/A	2142	309	859	57	176	5451	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
23	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Sapodilla	16.764111	-88.318889	Terestrial	Lake Sediment Core	Stratigraphic description		1							Organic matter	N/A	N/A	2153	308	860	56	176	5417	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
24	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Sapodilla	16.763444	-88.312139	Terestrial	Lake Sediment Core	Stratigraphic description		2							Organic matter	N/A	N/A	2142	309	859	57	176	5451	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
25	"Adomat, F. and Gischler, E., 2017. Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records. International Journal of Earth Sciences, 106(1), pp.283-309."	"Assessing the suitability of Holocene environments along the central Belize coast, Central America, for the reconstruction of hurricane records"	2017	"Adomat, F.; Gischler, E."	International Journal of Earth Sciences	English	Belize	Sapodilla	16.756111	-88.318278	Terestrial	Lake Sediment Core	Stratigraphic description		2							"Bivalve shell, peat"	N/A	N/A	2145	308	860	57	176	5444	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
371	"Akers, P.D., Brook, G.A., Railsback, L.B., Liang, F., Iannone, G., Webster, J.W., Reeder, P.P., Cheng, H. and Edwards, R.L., 2016. An extended and higher-resolution record of climate and land use from stalagmite MC01 from Macal Chasm, Belize, revealing c"	"An extended and higher-resolution record of climate and land use from stalagmite MC01 from Macal Chasm, Belize, revealing connections between major dry events, overall climate variability, and Maya sociopolitical changes"	2016	"Akers, P. D. Brook, G. A. Railsback, L. B. Liang, F. Iannone, G. Webster, J. W. Reeder, P. P. Cheng, H. Edwards, R. L."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Belize	Macal Chasm	16.883	-89.108	Terestrial	Speleothem	dO18		0				24			N/A	-3300	2000	2142	333	878	52	184	5497	500	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
27	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W., 1994. Holocene palaeosalinity in a Maya wetland, Belize, inferred from the microfaunal assemblage. Quaternary Research, 41(1), pp.121-130."	"Holocene Palaeosalinity in a Maya Wetland, Belize, Inferred from the Microfaunal Assemblage"	1994	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W."	Quaternary Research	English	Belize	Cobweb Swamp	17.937719	-88.366374	Terestrial	Swamp Sediment Core	Foraminifera		5							N/A	-5340	1950	1641	253	627	42	136	5337	15	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
28	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W., 1994. Holocene palaeosalinity in a Maya wetland, Belize, inferred from the microfaunal assemblage. Quaternary Research, 41(1), pp.121-130."	"Holocene Palaeosalinity in a Maya Wetland, Belize, Inferred from the Microfaunal Assemblage"	1994	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W."	Quaternary Research	English	Belize	Cobweb Swamp	17.937719	-88.366374	Terestrial	Swamp Sediment Core	Molluscs		5							N/A	-5340	1950	1641	253	627	42	136	5337	15	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
29	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W., 1994. Holocene palaeosalinity in a Maya wetland, Belize, inferred from the microfaunal assemblage. Quaternary Research, 41(1), pp.121-130."	"Holocene Palaeosalinity in a Maya Wetland, Belize, Inferred from the Microfaunal Assemblage"	1994	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W."	Quaternary Research	English	Belize	Cobweb Swamp	17.937719	-88.366374	Terestrial	Swamp Sediment Core	Stratigraphic description		5							N/A	-5340	1950	1641	253	627	42	136	5337	15	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
30	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W., 1994. Holocene palaeosalinity in a Maya wetland, Belize, inferred from the microfaunal assemblage. Quaternary Research, 41(1), pp.121-130."	"Holocene Palaeosalinity in a Maya Wetland, Belize, Inferred from the Microfaunal Assemblage"	1994	"Alcala-Herrera, J.A., Jacob, J.S., Castillo, M.L.M. and Neck, R.W."	Quaternary Research	English	Belize	Cobweb Swamp	17.937719	-88.366374	Terestrial	Swamp Sediment Core	Testate amoebae		5							N/A	-5340	1950	1641	253	627	42	136	5337	15	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
31	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	LOI (Carbonates)		1							"Wood, mixed plant material, charcoal"	140	1800	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
35	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	Stratigraphic description		1							"Wood, mixed plant material, charcoal"	140	1800	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
49	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	Charchoal (Macro)		1							"Wood, mixed plant material, charcoal"	200	1650	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
54	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	Charchoal (Macro)		1							"Wood, mixed plant material, charcoal"	200	1250	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
55	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	Charchoal (Macro)		1							"Wood, mixed plant material, charcoal"	200	1000	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
56	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	Charcoal (Micro)		1							"Wood, mixed plant material, charcoal"	140	1800	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
274	"Anchukaitis, K.J. and Horn, S.P., 2005. A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica. Palaeogeography, Palaeoclimatology, Palaeoecology, 221(1-2), pp.35-54."	A 2000-year reconstruction of forest disturbance from southern Pacific Costa Rica	2005	"Anchukaitis, K.J.; Horn, S.P."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Costa Rica	Laguna Santa Elena	8.933333	-82.933333	Terestrial	Lake Sediment Core	LOI (Organic)		1							"Wood, mixed plant material, charcoal"	140	1800	2756	443	1197	40	160	6258	1017	Isthmian-Pacific moist forests	Tropical & Subtropical Moist Broadleaf Forests
36	"Anchukaitis, K.J., Evans, M.N., Wheelwright, N.T. and Schrag, D.P., 2008. Stable isotope chronology and climate signal calibration in neotropical montane cloud forest trees. Journal of Geophysical Research: Biogeosciences, 113(G3)."	Stable isotope chronology and climate signal calibration in neotropical montane cloud forest trees	2008	"Anchukaitis, K.J.; Evans, M.N.; Wheelwright, N.T.; Schrag, D.P."	Journal of Geophysical Research	English	Costa Rica	Monteverde Cloud Forest Reserve	10.2	-85.35	Terestrial	Dendro	Dendro		0					1		N/A	1988	2004	1892	370	928	3	22	8663	328	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
37	"Anchukaitis, K.J., Taylor, M.J., Leland, C., Pons, D., Martin-Fernandez, J. and Castellanos, E., 2015. Tree-ring reconstructed dry season rainfall in Guatemala. Climate dynamics, 45(5-6), pp.1537-1546."	Tree-ring reconstructed dry season rainfall in Guatemala	2015	"Anchukaitis, K.J.; Taylor, M.J.; Leland, C.; Pons, D.; Martin-Fernandez, J.; Castellanos, E."	Climate dynamics	English	Guatemala	Sierra de los Cuchumatanes	15.51	-91.6	Terestrial	Dendro	Dendro		0					1		N/A	1710	2009	1378	267	648	9	42	8430	2720	Central American pine-oak forests	Tropical & Subtropical Coniferous Forests
203	"Anderson, L. and Wahl, D., 2016. Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use. Global and Planetary Change, 138, pp.82-92."	"Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use"	2016	"Anderson, L.; Wahl, D."	Global and Planetary Change	English	Guatemala	Lago Paixban	17.8	-90.116667	Terestrial	Lake Sediment Core	Pollen		9							N/A	-7800	2001	1410	252	623	32	105	6216	200	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
354	"Anderson, L. and Wahl, D., 2016. Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use. Global and Planetary Change, 138, pp.82-92."	"Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use"	2016	"Anderson, L.; Wahl, D."	Global and Planetary Change	English	Guatemala	Lago Paixban	17.8	-90.116667	Terestrial	Lake Sediment Core	Charchoal (Macro)		9							N/A	-7800	2001	1410	252	623	32	105	6216	200	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
175	"Anderson, L. and Wahl, D., 2016. Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use. Global and Planetary Change, 138, pp.82-92."	"Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use"	2016	"Anderson, L.; Wahl, D."	Global and Planetary Change	English	Guatemala	Lago Puerto Arturo	17.533333	-90.183333	Terestrial	Lake Sediment Core	dO18		7							N/A	-7000	2003	1598	270	686	33	119	6059	238	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
359	"Anderson, L. and Wahl, D., 2016. Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use. Global and Planetary Change, 138, pp.82-92."	"Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use"	2016	"Anderson, L.; Wahl, D."	Global and Planetary Change	English	Guatemala	Lago Puerto Arturo	17.533333	-90.183333	Terestrial	Lake Sediment Core	Charchoal (Macro)		7							N/A	-7000	2003	1598	270	686	33	119	6059	238	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
216	"Anderson, L. and Wahl, D., 2016. Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use. Global and Planetary Change, 138, pp.82-92."	"Two Holocene paleofire records from Peten, Guatemala: Implications for natural fire regime and prehispanic Maya land use"	2016	"Anderson, L.; Wahl, D."	Global and Planetary Change	English	Guatemala	Lago Puerto Arturo	17.533333	-90.183333	Terestrial	Lake Sediment Core	Pollen		7							N/A	-7000	2003	1598	270	686	33	119	6059	238	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
